target,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
20,rare,checks cold shoulder polyester womens calf length jumpsuits - black,"Size:Large,Medium,Small,X-Large",-302,839,60% off,Westernwear-Women
21,zink london,floral viscose v neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-311,1679,40% off,Westernwear-Women
22,Nan,Nan,Nan,-319,Nan,Nan,Westernwear-Women
23,life,regular fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36",-327,849,50% off,Westernwear-Women
24,allen solly,womens solid formal shirt - light blue,"Size:Large,Small,X-Large,XX-Large",-335,959,40% off,Westernwear-Women
25,allen solly,solid polyester cotton round neck womens formal wear shirt - black,"Size:Large,Medium,Small,X-Large",-344,959,40% off,Westernwear-Women
0,zink london,solid regular fit cotton womens jogge  - blue,Size:X-Large,-352,1139,40% off,Westernwear-Women
1,cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,X-Large,X-Small",-360,693,30% off,Westernwear-Women
2,stop,solid regular neck cotton stretch womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",-369,499,50% off,Westernwear-Women
3,levis,tapered fit regular length cotton womens jeans - indigo,"Size:26,28,30,32,34",-377,3799,Nan,Westernwear-Women
4,fratini,printed viscose collar neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large",-385,799,50% off,Westernwear-Women
5,faballey,solid crepe square neck womens dress - red,"Size:Large,Medium,Small,X-Large,X-Small",-393,1520,20% off,Westernwear-Women
6,rare,floral polyester v neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",-402,944,55% off,Westernwear-Women
7,zink london,solid cotton collar neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-410,959,40% off,Westernwear-Women
8,fratini,embellished viscose blend round neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,XX-Large",-418,499,50% off,Westernwear-Women
9,stop,printed regular neck cotton womens formal shirt - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large",-426,449,50% off,Westernwear-Women
10,zink london,floral viscose tie up neck� womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-435,1079,40% off,Westernwear-Women
11,stop,solid viscose round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",-443,399,50% off,Westernwear-Women
12,van heusen,solid polyester v neck womens top - red,"Size:Medium,Small,X-Large,X-Small",-451,999,41% off,Westernwear-Women
13,zink london,printed viscose blend square neck womens dress - mustard,"Size:Large,Medium,Small,X-Large",-460,1919,40% off,Westernwear-Women
14,life,printed cotton slub round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small",-468,449,50% off,Westernwear-Women
15,rare,printed georgette off shoulder womens blouson top - navy,"Size:Large,Medium,Small,X-Large",-476,499,50% off,Westernwear-Women
16,zink london,floral polyester round neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small",-484,839,40% off,Westernwear-Women
17,life,checks cotton blend collar neck womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small",-493,649,50% off,Westernwear-Women
18,fratini,solid cotton round neck womens t-shirt - teal,"Size:Large,Medium,Small,X-Large,XX-Large",-501,399,50% off,Westernwear-Women
19,latin quarte ,dyed v-neck cotton womens regular dress - maroon,"Size:S,M,L,XL,XX-Large",-509,1249,50% off,Westernwear-Women
20,life,regular fit regular length cotton lycra womens jeans - ice,"Size:26,28,30,32,34,36",-517,649,50% off,Westernwear-Women
21,life,solid cotton blend wide neck womens regular top - mid stone,"Size:Large,Medium,X-Large,X-Small",-526,649,50% off,Westernwear-Women
22,Nan,Nan,Nan,-534,Nan,Nan,Westernwear-Women
23,life,printed je ey round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small",-542,299,50% off,Westernwear-Women
24,rare,solid polyester blend womens regular top - peach,"Size:Large,Medium,Small,X-Large",-550,674,55% off,Westernwear-Women
25,life,womens cotton lycra solid capri tights - black,"Size:28,30,32",-559,399,50% off,Westernwear-Women
0,zink z,solid polyester off shoulder womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",-567,2299,Nan,Westernwear-Women
1,cover story,solid cotton round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",-575,1734,40% off,Westernwear-Women
2,fratini,regular fit regular length cotton blend womens jeans - mid stone,"Size:26,28,30,32,34,36",-584,649,50% off,Westernwear-Women
3,fratini,solid v-neck je ey womens t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large",-592,299,50% off,Westernwear-Women
4,zink z,solid cotton hood womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",-600,1799,Nan,Westernwear-Women
5,life,skinny fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32,34,36",-608,499,50% off,Westernwear-Women
6,rare,floral rayon round neck womens regular top - black,"Size:Large,Medium,Small,X-Large",-617,599,60% off,Westernwear-Women
7,infuse,floral v neck rayon womens dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-625,649,50% off,Westernwear-Women
8,infuse,embroidered cotton round neck womens regular fit t-shirt - purple,"Size:Large,Medium,Small,X-Small",-633,199,60% off,Westernwear-Women
9,kraus,mom fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36",-641,1615,10% off,Westernwear-Women
10,kraus,wide fit ankle length cotton womens jeans - blue,"Size:28,30,32,34,36",-650,1525,10% off,Westernwear-Women
11,allen solly,solid polyester regular fit womens trouse  - black,"Size:26,28,30,32,34,36",-658,1599,20% off,Westernwear-Women
12,zink london,tie and dye polyester square neck womens dress - pink,"Size:X-Large,XX-Large",-666,1499,40% off,Westernwear-Women
13,latin quarte ,solid polyester womens casual wear jacket - gold,"Size:S,M",-675,1499,50% off,Westernwear-Women
14,kraus,heavy wash cotton slim fit womens jeans - light blue,"Size:28,30,32,34,36",-683,1705,10% off,Westernwear-Women
15,van heusen,solid polyester round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-691,1499,57% off,Westernwear-Women
16,zink london,floral polyester round neck womens straight top - pink,"Size:Large,Medium,Small,X-Large",-699,899,40% off,Westernwear-Women
17,and,solid round neck polyester womens straight top - black,"Size:8,10,12,14",-708,2159,20% off,Westernwear-Women
18,and,floral square neck polyester womens flared gown - sage,"Size:8,10,12,14,16",-716,2799,20% off,Westernwear-Women
19,zink london,solid sweetheart neck viscose blend womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-724,1499,40% off,Westernwear-Women
20,life,printed cotton lycra round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",-732,349,50% off,Westernwear-Women
21,and,solid polyester v neck womens regular top - wine,"Size:8,10,12,14,16,18",-741,1519,20% off,Westernwear-Women
22,Nan,Nan,Nan,-749,Nan,Nan,Westernwear-Women
23,fratini,printed polyester v-neck womens a-line dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",-757,2299,Nan,Westernwear-Women
24,life,embroidered viscose blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",-766,449,50% off,Westernwear-Women
25,stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large",-774,399,50% off,Westernwear-Women
0,fratini,printed collar polyester womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large",-782,649,50% off,Westernwear-Women
1,life,printed band collar polyester womens woven top - lilac,"Size:Large,Medium,Small,X-Large,X-Small",-790,499,50% off,Westernwear-Women
2,only,solid polyester viscose round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",-799,779,40% off,Westernwear-Women
3,zink london,solid cotton square neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-807,1559,40% off,Westernwear-Women
4,zink london,floral polyester round neck womens dress - off white,"Size:Large,Medium,Small,X-Large",-815,1799,40% off,Westernwear-Women
5,zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small",-823,399,69% off,Westernwear-Women
6,fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large",-832,999,50% off,Westernwear-Women
7,rare,floral polyester off shoulder womens regular top - black,"Size:Large,Medium,Small",-840,499,50% off,Westernwear-Women
8,kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38",-848,847,50% off,Westernwear-Women
9,pepe,checks viscose blend round neck womens casual shirt - lime green,"Size:Large,Medium,Small,X-Large",-857,959,40% off,Westernwear-Women
10,kraus,clean look cotton wide fit womens jeans - blue,"Size:28,30,32,34,36",-865,1435,10% off,Westernwear-Women
11,zink london,solid cotton round neck womens dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-873,1919,40% off,Westernwear-Women
12,zink london,womens regular fit solid round neck t-shirt - purple,"Size:Large,Small,X-Large",-881,399,67% off,Westernwear-Women
13,and,floral linen round neck womens straight dress - pink mix,"Size:8,10,12,14,16",-890,3119,20% off,Westernwear-Women
14,stop,solid viscose regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",-898,499,50% off,Westernwear-Women
15,madame,stripes polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large",-906,1259,30% off,Westernwear-Women
16,and,solid polyester v neck womens regular dress - peach,"Size:8,10,12,14,16,18",-914,1149,50% off,Westernwear-Women
17,zink london,solid polyester v neck womens dress - pink,"Size:Large,Medium,X-Large,XX-Large",-923,1799,40% off,Westernwear-Women
18,faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small",-931,1560,20% off,Westernwear-Women
19,and,solid round neck polyester womens straight top - yellow,"Size:8,10,12,14,16,18",-939,1359,20% off,Westernwear-Women
20,rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large",-947,584,55% off,Westernwear-Women
21,and,solid collar neck linen womens straight dresses - wine,"Size:8,10,12,14,16,18",-956,2639,20% off,Westernwear-Women
22,Nan,Nan,Nan,-964,Nan,Nan,Westernwear-Women
23,van heusen,printed polyester round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-972,999,33% off,Westernwear-Women
24,life,solid viscose blend wide neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small",-981,649,50% off,Westernwear-Women
25,zink london,textured cotton off shoulder womens dress - baby pink,"Size:Large,Medium,Small,XX-Large",-989,2099,40% off,Westernwear-Women
0,life,solid viscose wide neck womens a-line dress - orange,"Size:Large,Medium,Small,X-Large,X-Small",-997,749,50% off,Westernwear-Women
1,altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-1005,299,50% off,Westernwear-Women
2,fratini,printed viscose wide neck womens regular top - light blue,"Size:Large,Medium,Small,X-Large",-1014,599,50% off,Westernwear-Women
3,life,printed collar neck polyester womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small",-1022,499,50% off,Westernwear-Women
4,rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small",-1030,584,55% off,Westernwear-Women
5,zink london,solid polyester blend regular fit womens pants - grey,Size:X-Large,-1038,1139,40% off,Westernwear-Women
6,latin quarte ,printed polyester v-neck womens regular blouse - ivory,"Size:S,M,L,XL,XX-Large",-1047,1599,Nan,Westernwear-Women
7,life,regular fit regular length denim womens jeans - ice,"Size:26,28,30,32,34,36,Medium",-1055,849,50% off,Westernwear-Women
8,altlife,solid cotton full length womens jogge  - black,"Size:28,30,32,34,36",-1063,499,50% off,Westernwear-Women
9,rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large",-1072,674,55% off,Westernwear-Women
10,indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Size:Large,Medium,Small,X-Large,X-Small",-1080,1040,20% off,Westernwear-Women
11,fratini,printed polyester v-neck womens a-line dress - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",-1088,949,50% off,Westernwear-Women
12,life,printed viscose wide neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",-1096,599,50% off,Westernwear-Women
13,zink london,printed polyester v neck womens top - multi,"Size:Large,Medium,Small,X-Large",-1105,899,40% off,Westernwear-Women
14,rare,printed rayon round neck womens flared dress - maroon,Size:Medium,-1113,1079,55% off,Westernwear-Women
15,latin quarte ,dyed round neck polyester womens regular knit top - pink,"Size:S,M,L,XL,X-Small",-1121,799,50% off,Westernwear-Women
16,fratini,solid viscose blend round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",-1129,349,50% off,Westernwear-Women
17,life,skinny fit regular length cotton lycra womens jeans - indigo,"Size:26,28,30,32,34,36",-1138,649,50% off,Westernwear-Women
18,zink london,checks rayon womens shift dress - green,"Size:Large,Medium,X-Large",-1146,879,60% off,Westernwear-Women
19,and,floral polyester round neck womens straight top - sage,"Size:8,10,12,14,16,18",-1154,1679,20% off,Westernwear-Women
20,altlife,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large",-1163,649,50% off,Westernwear-Women
21,life,viscose blend collar neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small",-1171,449,50% off,Westernwear-Women
22,Nan,Nan,Nan,-1179,Nan,Nan,Westernwear-Women
23,juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",-1187,1799,40% off,Westernwear-Women
24,kraus,light wash cotton skinny fit womens jeans - dark blue,"Size:28,30,32,34",-1196,947,50% off,Westernwear-Women
25,zink london,printed v neck polyester womens wrap dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-1204,1499,50% off,Westernwear-Women
0,van heusen,solid polyester v neck womens formal shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small",-1212,1699,Nan,Westernwear-Women
1,van heusen,solid cotton round neck womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",-1220,799,Nan,Westernwear-Women
2,life,skinny fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36",-1229,649,50% off,Westernwear-Women
3,fratini,solid cotton blend round neck womens t-shirt - sage,"Size:Large,Medium,Small,X-Large,XX-Large",-1237,699,Nan,Westernwear-Women
4,stop,regular fit regular length viscose blend womens treggings - black mix,"Size:28,30,32,34,36",-1245,499,50% off,Westernwear-Women
5,madame,pencil fit above knee cotton blend womens casual skirt - ice blue,"Size:26,28,30,32,34,36",-1254,1319,40% off,Westernwear-Women
6,faballey,textured georgette square neck womens regular dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small",-1262,1680,20% off,Westernwear-Women
